payment_id,order_id,payment_method,amount,payment_date
1498,1498,paypal,207.69,2025-09-11
1499,1499,paypal,180.81,2025-04-17
1500,1500,card,67.84,2023-10-23
1501,1501,paypal,96.78,2024-10-18
1502,1502,bank,82.91,2024-09-13
1503,1503,paypal,251.38,2023-08-12
1504,1504,paypal,101.67,2025-06-26
1505,1505,paypal,432.46,2024-10-12
1506,1506,paypal,268.81,2024-01-27
1507,1507,paypal,609.9,2024-03-21
1508,1508,card,557.97,2024-01-01
1509,1509,bank,107.51,2025-06-22
1510,1510,paypal,202.26,2023-10-20
1511,1511,paypal,546.93,2022-12-22
1512,1512,card,947.12,2023-09-24
1513,1513,card,291.55,2024-08-14
1514,1514,bank,452.12,2024-02-25
1515,1515,paypal,192.85,2024-06-23
1516,1516,bank,349.08,2025-03-01
1517,1517,bank,26.86,2024-11-09
1518,1518,bank,213.91,2023-04-12
1519,1519,card,81.84,2025-05-08
1520,1520,paypal,49.28,2023-05-17
1521,1521,bank,31.44,2025-11-06
1522,1522,bank,45.17,2023-06-03
1523,1523,card,3.78,2023-02-09
1524,1524,paypal,504.61,2023-11-12
1525,1525,bank,3018.16,2025-11-08
1526,1526,bank,401.62,2025-03-01
1527,1527,card,36.48,2023-05-17
1528,1528,card,546.67,2025-04-09
1529,1529,paypal,375.73,2024-12-05
1530,1530,card,190.2,2024-07-28
1531,1531,card,77.96,2025-08-27
1532,1532,bank,517.54,2025-05-10
1533,1533,paypal,37.92,2023-06-18
1534,1534,paypal,51.57,2023-02-11
1535,1535,card,102.19,2025-02-01
1536,1536,paypal,112.12,2023-08-23
1537,1537,bank,228.12,2025-03-10
1538,1538,bank,461.67,2023-11-19
1539,1539,card,333.95,2023-06-04
1540,1540,paypal,142.58,2023-12-01
1541,1541,bank,126.36,2023-02-04
1542,1542,card,97.63,2025-01-16
1543,1543,paypal,240.27,2025-06-18
1544,1544,paypal,50.26,2025-03-16
1545,1545,card,382.36,2023-03-16
1546,1546,bank,102.42,2023-11-27
1547,1547,bank,257.32,2025-03-10
1548,1548,paypal,372.5,2025-03-29
1549,1549,bank,215.11,2023-03-29
1550,1550,bank,105.82,2024-05-01
1551,1551,paypal,63.9,2025-02-09
1552,1552,card,67.72,2025-03-08
1553,1553,card,401.31,2023-04-17
1554,1554,bank,145.5,2023-12-29
1555,1555,bank,113.46,2023-12-29
1556,1556,paypal,148.14,2024-04-22
1557,1557,bank,214.43,2025-03-18
1558,1558,bank,288.25,2023-06-21
1559,1559,card,81.84,2023-08-25
1560,1560,bank,23.3,2023-01-28
1561,1561,card,324.83,2024-09-13
1562,1562,bank,132.02,2024-12-18
1563,1563,card,656.54,2023-10-08
1564,1564,bank,49.47,2023-06-26
1565,1565,bank,450.13,2023-10-31
1566,1566,bank,145.31,2025-11-07
1567,1567,bank,278.85,2025-08-07
1568,1568,card,288.42,2023-04-11
1569,1569,paypal,192.9,2025-02-04
1570,1570,card,144.28,2023-07-07
1571,1571,card,799.0,2025-07-14
1572,1572,card,121.7,2024-10-10
1573,1573,paypal,169.83,2023-03-07
1574,1574,bank,292.43,2024-09-05
1575,1575,bank,147.27,2025-07-30
1576,1576,bank,137.19,2025-03-16
1577,1577,paypal,403.11,2023-03-23
1578,1578,bank,35.79,2024-03-31
1579,1579,paypal,12.2,2024-11-03
1580,1580,card,77.79,2023-08-04
1581,1581,paypal,48.66,2025-10-13
1582,1582,paypal,1097.42,2024-01-21
1583,1583,bank,195.96,2024-04-24
1584,1584,paypal,22.04,2023-01-08
1585,1585,card,89.12,2023-01-11
1586,1586,bank,21.49,2022-12-10
1587,1587,card,817.68,2023-01-02
1588,1588,card,221.77,2025-09-14
1589,1589,card,52.28,2025-10-28
1590,1590,paypal,91.4,2022-12-27
1591,1591,bank,69.87,2023-01-07
1592,1592,card,91.05,2023-03-26
1593,1593,paypal,76.24,2024-04-04
1594,1594,paypal,108.26,2023-08-06
1595,1595,paypal,240.09,2025-08-02
1596,1596,card,129.77,2025-05-17
1597,1597,bank,65.86,2023-03-27
1598,1598,card,494.22,2023-04-01
1599,1599,paypal,78.78,2025-10-20
1600,1600,bank,470.68,2023-09-12
1601,1601,paypal,312.73,2024-12-04
1602,1602,bank,101.49,2023-04-21
1603,1603,bank,202.76,2024-10-02
1604,1604,card,121.46,2025-03-06
1605,1605,bank,354.68,2025-08-20
1606,1606,paypal,317.13,2024-06-17
1607,1607,paypal,346.31,2023-02-14
1608,1608,bank,113.8,2025-07-30
1609,1609,paypal,160.29,2025-06-13
1610,1610,bank,277.73,2023-01-02
1611,1611,bank,580.45,2023-07-11
1612,1612,bank,31.41,2024-05-21
1613,1613,paypal,83.55,2024-03-17
1614,1614,card,170.07,2024-06-27
1615,1615,bank,75.37,2025-10-02
1616,1616,bank,99.8,2023-05-18
1617,1617,bank,232.74,2025-01-09
1618,1618,paypal,301.74,2025-08-16
1619,1619,card,55.42,2024-02-10
1620,1620,card,61.99,2024-02-20
1621,1621,paypal,295.21,2023-12-28
1622,1622,bank,108.57,2023-07-22
1623,1623,paypal,436.54,2023-03-31
1624,1624,card,233.97,2025-03-17
1625,1625,card,62.44,2023-07-11
1626,1626,card,170.18,2025-06-09
1627,1627,bank,23.25,2025-09-19
1628,1628,paypal,114.82,2025-05-01
1629,1629,paypal,198.08,2025-03-06
1630,1630,bank,78.79,2024-11-28
1631,1631,bank,133.02,2024-02-08
1632,1632,bank,116.34,2024-12-24
1633,1633,bank,28.79,2025-02-07
1634,1634,paypal,37.74,2023-03-19
1635,1635,card,18.1,2023-07-13
1636,1636,paypal,137.25,2023-08-16
1637,1637,bank,33.09,2024-02-10
1638,1638,bank,118.43,2025-01-08
1639,1639,bank,68.54,2025-07-11
1640,1640,bank,115.76,2023-01-28
1641,1641,card,60.81,2024-03-22
1642,1642,paypal,240.72,2024-06-29
1643,1643,paypal,155.42,2024-11-14
1644,1644,bank,144.82,2023-01-19
1645,1645,card,137.0,2025-01-18
1646,1646,paypal,45.69,2024-09-24
1647,1647,paypal,82.3,2024-11-17
1648,1648,card,166.66,2022-12-29
1649,1649,bank,26.01,2023-01-24
1650,1650,card,310.16,2025-06-06
1651,1651,bank,82.56,2023-02-03
1652,1652,paypal,77.53,2022-11-22
1653,1653,bank,75.99,2025-09-10
1654,1654,paypal,489.96,2023-12-29
1655,1655,bank,118.94,2023-12-06
1656,1656,paypal,13.4,2024-06-30
1657,1657,card,52.17,2024-05-10
1658,1658,bank,901.84,2025-08-07
1659,1659,bank,18.0,2024-05-06
1660,1660,bank,392.07,2023-04-05
1661,1661,paypal,10.35,2024-06-04
1662,1662,card,111.72,2025-02-02
1663,1663,card,480.35,2024-01-19
1664,1664,bank,193.79,2025-02-17
1665,1665,bank,303.53,2023-07-11
1666,1666,paypal,185.2,2024-08-09
1667,1667,bank,133.01,2024-06-27
1668,1668,card,418.22,2025-04-14
1669,1669,bank,329.94,2023-06-01
1670,1670,bank,245.86,2023-11-18
1671,1671,card,125.99,2024-08-20
1672,1672,paypal,480.12,2023-07-09
1673,1673,card,54.59,2024-01-14
1674,1674,card,135.8,2025-01-19
1675,1675,bank,14.43,2023-11-09
1676,1676,paypal,516.53,2024-04-06
1677,1677,card,109.83,2024-06-13
1678,1678,bank,86.19,2025-09-15
1679,1679,card,592.53,2023-02-08
1680,1680,paypal,180.02,2024-06-09
1681,1681,paypal,120.58,2024-03-15
1682,1682,card,254.16,2023-08-13
1683,1683,card,107.9,2025-05-05
1684,1684,paypal,20.36,2024-06-27
1685,1685,bank,24.22,2023-01-24
1686,1686,paypal,2089.04,2025-03-30
1687,1687,bank,238.08,2023-01-18
1688,1688,paypal,85.93,2025-07-21
1689,1689,bank,47.23,2024-11-19
1690,1690,card,20.51,2023-02-07
1691,1691,bank,113.46,2024-08-15
1692,1692,bank,1432.58,2023-10-09
1693,1693,card,57.2,2023-11-27
1694,1694,bank,57.96,2024-08-20
1695,1695,paypal,1019.83,2025-06-16
1696,1696,bank,76.26,2025-07-01
1697,1697,paypal,40.7,2025-04-07
1698,1698,paypal,119.99,2024-11-06
1699,1699,card,25.22,2025-07-06
1700,1700,card,92.11,2024-05-23
1701,1701,card,246.13,2022-12-19
1702,1702,paypal,316.39,2025-07-19
1703,1703,bank,265.76,2025-08-08
1704,1704,paypal,945.84,2025-02-16
1705,1705,card,65.38,2023-09-01
1706,1706,bank,609.27,2023-06-05
1707,1707,bank,113.1,2023-03-01
1708,1708,bank,61.53,2023-02-26
1709,1709,card,30.09,2024-01-09
1710,1710,paypal,51.43,2023-01-28
1711,1711,bank,497.99,2023-05-28
1712,1712,card,208.63,2024-07-23
1713,1713,paypal,303.11,2023-12-16
1714,1714,card,167.93,2025-02-17
1715,1715,paypal,23.55,2023-06-04
1716,1716,card,96.75,2025-04-04
1717,1717,bank,369.24,2025-02-23
1718,1718,card,140.63,2022-11-30
1719,1719,paypal,229.68,2023-12-31
1720,1720,bank,87.87,2025-07-21
1721,1721,bank,17.04,2023-12-25
1722,1722,card,26.75,2025-08-16
1723,1723,bank,45.0,2023-08-24
1724,1724,paypal,173.0,2025-03-23
1725,1725,bank,53.85,2024-11-28
1726,1726,paypal,49.59,2025-01-06
1727,1727,paypal,37.9,2023-12-10
1728,1728,card,257.93,2025-02-01
1729,1729,card,66.96,2023-09-18
1730,1730,paypal,443.74,2024-06-29
1731,1731,card,190.8,2023-09-06
1732,1732,bank,51.6,2025-02-18
1733,1733,card,13.2,2025-08-22
1734,1734,card,152.13,2023-03-01
1735,1735,bank,76.86,2024-08-01
1736,1736,card,137.02,2024-01-08
1737,1737,paypal,684.52,2023-11-30
1738,1738,card,60.98,2023-07-15
1739,1739,card,42.9,2025-09-27
1740,1740,paypal,102.36,2023-03-02
1741,1741,bank,114.45,2023-06-24
1742,1742,paypal,23.92,2025-11-10
1743,1743,bank,94.25,2024-08-01
1744,1744,paypal,211.4,2025-07-06
1745,1745,card,88.32,2025-10-08
1746,1746,bank,333.95,2024-02-22
1747,1747,card,459.3,2023-08-10
1748,1748,card,78.01,2025-02-08
1749,1749,card,133.71,2025-04-22
1750,1750,paypal,122.87,2025-08-22
1751,1751,bank,91.52,2025-09-24
1752,1752,card,101.25,2025-09-25
1753,1753,bank,555.86,2024-03-08
1754,1754,bank,476.54,2024-08-17
1755,1755,bank,15.06,2024-02-27
1756,1756,paypal,85.01,2023-07-27
1757,1757,bank,117.34,2022-12-21
1758,1758,paypal,166.65,2023-12-01
1759,1759,paypal,357.68,2024-08-30
1760,1760,card,435.76,2023-06-09
1761,1761,card,305.73,2024-06-13
1762,1762,card,386.29,2025-02-19
1763,1763,bank,295.72,2024-09-16
1764,1764,paypal,83.33,2023-10-22
1765,1765,bank,442.11,2023-05-03
1766,1766,bank,42.21,2024-03-12
1767,1767,bank,185.44,2023-12-17
1768,1768,card,24.29,2023-03-30
1769,1769,bank,131.49,2024-11-03
1770,1770,paypal,12.14,2023-01-24
1771,1771,card,554.54,2024-07-17
1772,1772,paypal,110.23,2024-02-14
1773,1773,card,41.58,2025-07-30
1774,1774,paypal,31.41,2024-07-14
1775,1775,paypal,602.46,2023-07-24
1776,1776,bank,221.18,2024-05-21
1777,1777,bank,1042.21,2024-06-25
1778,1778,paypal,559.72,2024-02-16
1779,1779,bank,56.54,2023-01-23
1780,1780,card,507.12,2023-09-06
1781,1781,card,1480.51,2024-08-08
1782,1782,paypal,96.08,2023-11-11
1783,1783,card,320.85,2025-10-05
1784,1784,paypal,138.8,2024-06-14
1785,1785,card,225.48,2024-05-01
1786,1786,paypal,59.54,2025-03-13
1787,1787,paypal,187.85,2025-10-18
1788,1788,card,37.83,2023-09-04
1789,1789,paypal,71.3,2024-02-16
1790,1790,paypal,51.45,2023-09-17
1791,1791,bank,25.5,2022-12-26
1792,1792,card,190.12,2025-09-22
1793,1793,paypal,465.88,2023-04-04
1794,1794,card,135.84,2024-11-15
1795,1795,card,192.04,2024-07-01
1796,1796,card,644.96,2024-03-11
1797,1797,bank,1375.13,2024-08-18
1798,1798,bank,102.04,2024-01-30
1799,1799,bank,68.25,2024-02-12
1800,1800,bank,112.32,2025-01-24
1801,1801,card,48.3,2025-05-06
1802,1802,paypal,117.55,2025-02-20
1803,1803,card,55.14,2025-01-09
1804,1804,bank,2929.19,2022-12-25
1805,1805,paypal,113.64,2023-11-04
1806,1806,paypal,134.58,2023-05-09
1807,1807,paypal,39.26,2024-06-18
1808,1808,paypal,287.48,2023-11-27
1809,1809,paypal,200.66,2025-04-05
1810,1810,paypal,61.58,2025-11-04
1811,1811,card,155.56,2025-01-09
1812,1812,paypal,184.24,2025-02-02
1813,1813,card,163.93,2023-08-22
1814,1814,paypal,3.58,2024-01-25
1815,1815,card,122.26,2024-04-20
1816,1816,paypal,9.95,2023-06-14
1817,1817,bank,202.02,2024-11-09
1818,1818,card,114.17,2025-06-26
1819,1819,bank,312.81,2025-11-11
1820,1820,bank,43.61,2023-02-23
1821,1821,bank,68.83,2025-09-30
1822,1822,card,130.04,2025-10-26
1823,1823,paypal,225.37,2024-05-02
1824,1824,card,106.72,2023-01-20
1825,1825,card,299.76,2024-02-14
1826,1826,bank,276.22,2025-10-19
1827,1827,bank,120.13,2025-08-10
1828,1828,paypal,89.16,2023-02-14
1829,1829,bank,128.54,2024-02-17
1830,1830,bank,50.9,2023-11-23
1831,1831,paypal,17.42,2023-10-01
1832,1832,paypal,96.11,2023-10-25
1833,1833,bank,6588.68,2023-10-11
1834,1834,bank,27.97,2024-05-27
1835,1835,card,589.38,2023-09-19
1836,1836,paypal,57.88,2025-02-12
1837,1837,bank,1451.73,2023-12-22
1838,1838,paypal,246.51,2025-05-24
1839,1839,card,412.13,2024-03-20
1840,1840,card,82.22,2023-05-29
1841,1841,card,113.1,2024-07-25
1842,1842,paypal,209.31,2023-10-31
1843,1843,card,15.42,2023-06-28
1844,1844,card,130.26,2023-04-28
1845,1845,bank,946.46,2023-04-08
1846,1846,card,368.78,2023-04-14
1847,1847,bank,586.09,2025-06-06
1848,1848,bank,114.41,2024-10-23
1849,1849,bank,143.54,2025-02-14
1850,1850,paypal,509.44,2024-11-16
1851,1851,bank,287.64,2023-05-30
1852,1852,card,271.36,2025-03-11
1853,1853,bank,95.86,2023-02-05
1854,1854,bank,332.61,2025-06-22
1855,1855,bank,181.28,2023-09-25
1856,1856,bank,409.02,2023-11-26
1857,1857,bank,536.45,2025-06-02
1858,1858,card,236.73,2023-04-08
1859,1859,paypal,2.83,2025-07-30
1860,1860,bank,323.29,2025-10-08
1861,1861,card,340.45,2023-09-25
1862,1862,paypal,269.21,2024-12-27
1863,1863,bank,140.66,2023-10-25
1864,1864,card,233.57,2023-06-17
1865,1865,paypal,143.22,2024-08-10
1866,1866,card,86.02,2025-08-19
1867,1867,card,405.22,2024-04-04
1868,1868,bank,51.8,2023-11-05
1869,1869,paypal,39.75,2023-01-23
1870,1870,card,23.95,2024-08-13
1871,1871,paypal,199.08,2023-01-09
1872,1872,card,1393.2,2023-03-23
1873,1873,card,87.63,2023-04-03
1874,1874,card,148.14,2025-06-26
1875,1875,bank,856.77,2025-01-10
1876,1876,bank,117.39,2024-12-28
1877,1877,card,97.39,2024-04-12
1878,1878,card,204.27,2024-07-14
1879,1879,bank,21.67,2023-04-17
1880,1880,paypal,32.24,2024-11-05
1881,1881,card,2.62,2025-01-08
1882,1882,paypal,86.77,2024-08-11
1883,1883,bank,836.57,2025-03-28
1884,1884,bank,188.94,2025-02-13
1885,1885,paypal,202.77,2022-11-30
1886,1886,paypal,505.93,2022-12-05
1887,1887,card,159.84,2023-09-03
1888,1888,card,439.45,2023-10-08
1889,1889,card,178.6,2023-01-03
1890,1890,paypal,689.19,2023-01-05
1891,1891,card,13.95,2025-05-17
1892,1892,paypal,89.43,2023-05-01
1893,1893,bank,610.61,2024-04-22
1894,1894,bank,38.4,2024-08-29
1895,1895,paypal,181.24,2023-05-10
1896,1896,paypal,491.66,2025-03-26
1897,1897,bank,215.46,2023-06-08
1898,1898,paypal,57.48,2025-06-05
1899,1899,bank,280.61,2025-02-14
1900,1900,bank,353.75,2022-12-07
1901,1901,bank,183.71,2023-12-03
1902,1902,card,209.88,2025-10-24
1903,1903,card,22.59,2024-07-02
1904,1904,paypal,31.32,2024-04-22
1905,1905,bank,1447.78,2024-11-20
1906,1906,bank,66.54,2025-08-07
1907,1907,bank,45.7,2025-11-15
1908,1908,paypal,336.36,2025-01-01
1909,1909,paypal,62.43,2024-01-07
1910,1910,card,5.32,2024-02-06
1911,1911,card,86.1,2025-06-05
1912,1912,paypal,22.06,2023-05-24
1913,1913,card,75.05,2024-08-29
1914,1914,card,186.81,2022-11-26
1915,1915,card,21.58,2025-07-08
1916,1916,card,49.88,2025-10-14
1917,1917,card,161.43,2023-10-18
1918,1918,paypal,37.86,2024-07-19
1919,1919,bank,45.66,2024-06-17
1920,1920,card,115.59,2025-06-28
1921,1921,paypal,33.08,2024-05-10
1922,1922,card,47.67,2023-06-19
1923,1923,card,158.55,2023-02-20
1924,1924,card,75.28,2023-03-21
1925,1925,paypal,344.78,2024-03-14
1926,1926,card,180.49,2025-06-17
1927,1927,card,13.1,2023-03-13
1928,1928,card,538.89,2023-06-01
1929,1929,bank,155.88,2025-02-13
1930,1930,bank,287.39,2025-08-07
1931,1931,paypal,44.89,2025-05-04
1932,1932,bank,618.74,2024-02-05
1933,1933,card,273.78,2023-05-06
1934,1934,bank,36.42,2025-03-06
1935,1935,bank,20.19,2024-02-13
1936,1936,card,145.52,2023-11-03
1937,1937,bank,85.16,2023-11-11
1938,1938,bank,127.96,2024-07-28
1939,1939,card,22.06,2025-02-17
1940,1940,card,2057.42,2024-12-02
1941,1941,bank,231.57,2024-05-02
1942,1942,paypal,7.9,2022-12-31
1943,1943,bank,157.33,2025-05-18
1944,1944,paypal,493.11,2023-06-24
1945,1945,bank,138.28,2024-08-15
1946,1946,bank,20.43,2023-09-22
1947,1947,card,1247.64,2023-08-14
1948,1948,bank,69.16,2023-07-20
1949,1949,paypal,13.88,2023-10-19
1950,1950,card,122.72,2025-06-16
1951,1951,card,1490.47,2025-06-15
1952,1952,paypal,55.23,2025-01-12
1953,1953,paypal,545.23,2023-07-09
1954,1954,bank,346.57,2023-03-15
1955,1955,paypal,203.39,2023-11-30
1956,1956,bank,23.97,2024-10-22
1957,1957,card,70.13,2024-01-20
1958,1958,paypal,83.41,2024-04-25
1959,1959,bank,10.08,2024-04-28
1960,1960,paypal,39.43,2024-08-31
1961,1961,bank,312.25,2023-03-19
1962,1962,card,244.46,2023-04-10
1963,1963,bank,38.64,2023-12-18
1964,1964,bank,473.13,2023-01-13
1965,1965,paypal,211.11,2025-11-07
1966,1966,bank,72.86,2024-02-21
1967,1967,paypal,161.96,2023-06-10
1968,1968,paypal,280.17,2025-02-05
1969,1969,paypal,94.14,2025-03-04
1970,1970,card,120.2,2024-08-12
1971,1971,card,142.76,2023-01-27
1972,1972,paypal,23.7,2024-06-09
1973,1973,card,230.02,2025-07-30
1974,1974,bank,260.27,2022-12-25
1975,1975,paypal,170.48,2024-04-30
1976,1976,card,10.35,2023-11-21
1977,1977,card,307.27,2024-12-26
1978,1978,card,230.82,2024-07-29
1979,1979,bank,22.13,2024-09-16
1980,1980,card,377.27,2024-09-29
1981,1981,card,54.79,2023-02-04
1982,1982,paypal,185.63,2025-02-04
1983,1983,paypal,13.2,2025-10-31
1984,1984,card,282.12,2023-04-21
1985,1985,card,54.13,2023-05-18
1986,1986,card,459.78,2023-06-10
1987,1987,bank,305.93,2024-09-14
1988,1988,card,56.25,2022-12-19
1989,1989,paypal,431.12,2023-01-22
1990,1990,bank,128.7,2023-09-15
1991,1991,card,45.26,2023-02-11
1992,1992,card,393.18,2025-02-09
1993,1993,paypal,11.43,2023-09-29
1994,1994,card,15.0,2024-06-07
1995,1995,paypal,49.17,2024-07-20
1996,1996,paypal,152.65,2024-07-27
1997,1997,bank,159.13,2025-06-24
1998,1998,paypal,157.53,2023-04-03
1999,1999,card,249.22,2022-12-31
2000,2000,paypal,84.45,2024-07-13
2001,2001,card,205.02,2023-07-15
2002,2002,bank,57.4,2025-10-18
2003,2003,paypal,62.85,2024-10-29
2004,2004,bank,207.51,2023-03-16
2005,2005,card,2.92,2024-04-01
2006,2006,paypal,826.41,2023-10-19
2007,2007,card,105.7,2023-04-26
2008,2008,bank,704.32,2023-08-17
2009,2009,bank,388.88,2023-10-27
2010,2010,bank,54.62,2023-12-23
2011,2011,paypal,66.77,2024-04-29
2012,2012,card,98.7,2024-05-29
2013,2013,bank,47.13,2023-02-06
2014,2014,paypal,283.54,2024-09-20
2015,2015,bank,29.8,2025-01-19
2016,2016,bank,171.6,2025-03-26
2017,2017,paypal,170.25,2023-08-31
2018,2018,paypal,436.29,2024-09-29
2019,2019,bank,211.14,2025-04-24
2020,2020,card,328.9,2023-05-07
2021,2021,bank,11.11,2024-12-15
2022,2022,paypal,175.62,2025-07-24
2023,2023,paypal,233.88,2024-12-16
2024,2024,paypal,23.68,2024-09-06
2025,2025,card,155.91,2025-04-14
2026,2026,card,29.16,2025-08-15
2027,2027,paypal,630.74,2023-07-03
2028,2028,bank,290.19,2025-07-09
2029,2029,card,25.58,2023-10-14
2030,2030,bank,281.84,2025-02-08
2031,2031,bank,475.93,2024-01-01
2032,2032,card,40.35,2024-02-13
2033,2033,bank,233.18,2023-01-18
2034,2034,paypal,1014.19,2023-05-20
2035,2035,card,698.34,2023-12-05
2036,2036,card,1626.1,2024-03-06
2037,2037,bank,318.49,2025-03-29
2038,2038,card,167.76,2022-12-01
2039,2039,card,163.34,2025-02-15
2040,2040,paypal,514.96,2024-10-18
2041,2041,card,33.98,2023-09-18
2042,2042,bank,114.02,2024-05-04
2043,2043,paypal,95.62,2024-02-25
2044,2044,card,148.94,2023-11-23
2045,2045,paypal,20.19,2024-12-02
2046,2046,bank,85.93,2025-09-24
2047,2047,paypal,131.22,2025-03-22
2048,2048,paypal,381.9,2025-02-17
2049,2049,card,562.27,2023-06-24
2050,2050,card,247.22,2024-08-12
2051,2051,bank,48.26,2023-02-01
2052,2052,card,60.96,2023-10-14
2053,2053,card,43.34,2023-11-17
2054,2054,card,16.58,2025-08-17
2055,2055,paypal,37.07,2024-06-21
2056,2056,card,311.76,2025-06-28
2057,2057,bank,216.7,2023-06-03
2058,2058,card,19.44,2023-02-10
2059,2059,bank,153.84,2023-04-27
2060,2060,paypal,75.39,2025-09-22
2061,2061,card,655.92,2024-06-16
2062,2062,paypal,248.72,2024-10-22
2063,2063,bank,218.63,2025-10-26
2064,2064,bank,72.97,2025-11-01
2065,2065,bank,17.76,2022-12-15
2066,2066,paypal,64.47,2025-06-21
2067,2067,card,573.49,2023-02-03
2068,2068,paypal,76.29,2025-01-18
2069,2069,card,169.76,2024-06-16
2070,2070,card,105.81,2025-04-17
2071,2071,paypal,19.56,2025-05-14
2072,2072,bank,67.6,2023-03-03
2073,2073,card,182.95,2024-02-10
2074,2074,card,27.81,2024-02-06
2075,2075,card,26.54,2025-04-26
2076,2076,paypal,54.03,2023-09-01
2077,2077,card,426.1,2022-12-14
2078,2078,card,17.08,2024-10-22
2079,2079,bank,361.31,2023-12-24
2080,2080,card,133.23,2025-05-12
2081,2081,paypal,48.7,2023-08-08
2082,2082,paypal,500.06,2024-08-10
2083,2083,card,422.11,2025-06-05
2084,2084,paypal,97.25,2025-04-25
2085,2085,paypal,10.08,2025-07-13
2086,2086,paypal,140.87,2025-07-22
2087,2087,card,6.81,2024-09-07
2088,2088,card,77.7,2025-07-21
2089,2089,bank,67.24,2025-04-27
2090,2090,card,13.28,2024-06-27
2091,2091,paypal,353.64,2025-09-05
2092,2092,paypal,17.89,2024-02-20
2093,2093,card,374.15,2025-03-29
2094,2094,card,440.93,2025-08-13
2095,2095,card,496.19,2025-06-17
2096,2096,bank,455.94,2025-06-06
2097,2097,bank,47.35,2025-10-08
2098,2098,bank,341.91,2025-10-09
2099,2099,card,1073.65,2024-10-25
2100,2100,paypal,259.33,2023-04-12
2101,2101,bank,51.16,2025-02-05
2102,2102,paypal,295.15,2024-02-25
2103,2103,bank,241.01,2023-07-05
2104,2104,paypal,59.78,2025-02-27
2105,2105,paypal,274.35,2024-06-14
2106,2106,paypal,22.18,2025-05-06
2107,2107,paypal,84.78,2024-07-05
2108,2108,card,80.59,2025-08-04
2109,2109,card,282.25,2025-04-18
2110,2110,card,50.02,2023-12-13
2111,2111,bank,154.84,2023-07-08
2112,2112,paypal,134.19,2024-04-19
2113,2113,bank,56.9,2025-04-19
2114,2114,paypal,67.52,2023-04-26
2115,2115,paypal,430.47,2024-02-24
2116,2116,bank,354.78,2022-12-25
2117,2117,bank,56.79,2025-01-09
2118,2118,card,40.63,2024-03-14
2119,2119,bank,28.52,2025-04-22
2120,2120,bank,42.75,2025-07-12
2121,2121,bank,11.28,2023-09-19
2122,2122,paypal,250.57,2023-08-17
2123,2123,card,17.19,2023-09-14
2124,2124,paypal,125.7,2023-05-09
2125,2125,paypal,199.74,2023-08-31
2126,2126,card,25.09,2023-11-01
2127,2127,paypal,39.24,2024-02-23
2128,2128,card,381.91,2023-06-28
2129,2129,card,360.27,2024-09-16
2130,2130,bank,126.03,2024-08-08
2131,2131,paypal,909.35,2025-04-15
2132,2132,card,326.71,2025-04-05
2133,2133,card,120.57,2023-02-11
2134,2134,bank,484.44,2024-08-12
2135,2135,paypal,66.1,2025-07-11
2136,2136,bank,46.45,2025-11-11
2137,2137,card,84.03,2022-12-27
2138,2138,card,621.38,2025-04-05
2139,2139,bank,17.44,2024-11-20
2140,2140,card,55.92,2023-07-16
2141,2141,paypal,125.04,2024-08-03
2142,2142,card,90.53,2025-08-09
2143,2143,bank,139.98,2023-05-21
2144,2144,paypal,57.14,2024-10-31
2145,2145,card,59.13,2024-08-30
2146,2146,paypal,76.36,2023-01-05
2147,2147,bank,257.21,2025-08-16
2148,2148,bank,16.1,2024-10-10
2149,2149,card,422.3,2023-08-21
2150,2150,card,21.63,2023-10-20
2151,2151,paypal,166.23,2024-03-14
2152,2152,card,120.74,2025-04-14
2153,2153,bank,189.39,2023-11-11
2154,2154,card,1258.56,2025-02-05
2155,2155,bank,222.04,2025-06-22
2156,2156,paypal,10.38,2023-10-25
2157,2157,bank,134.34,2024-04-07
2158,2158,bank,265.19,2025-09-26
2159,2159,bank,28.55,2025-09-15
2160,2160,paypal,29.37,2025-06-14
2161,2161,paypal,113.0,2024-06-05
2162,2162,paypal,162.15,2025-08-27
2163,2163,bank,194.52,2023-11-30
2164,2164,bank,29.1,2025-02-07
2165,2165,bank,21.08,2023-06-26
2166,2166,bank,72.48,2025-09-10
2167,2167,bank,57.68,2025-04-10
2168,2168,card,145.08,2022-12-20
2169,2169,card,72.44,2024-02-05
2170,2170,card,113.58,2022-11-28
2171,2171,paypal,14.56,2024-05-08
2172,2172,card,334.84,2024-08-11
2173,2173,bank,71.62,2025-09-12
2174,2174,paypal,647.88,2023-05-21
2175,2175,paypal,555.64,2023-06-27
2176,2176,card,202.81,2025-11-06
2177,2177,card,0.79,2025-04-14
2178,2178,paypal,75.16,2025-06-27
2179,2179,paypal,210.06,2024-09-26
2180,2180,bank,347.39,2024-05-07
2181,2181,paypal,210.96,2023-01-08
2182,2182,paypal,127.82,2025-03-24
2183,2183,paypal,38.39,2023-07-09
2184,2184,paypal,1509.33,2024-08-14
2185,2185,paypal,641.6,2025-05-29
2186,2186,card,48.16,2024-05-28
2187,2187,paypal,143.62,2025-03-15
2188,2188,paypal,602.58,2025-10-08
2189,2189,card,274.08,2023-07-02
2190,2190,paypal,121.23,2024-09-21
2191,2191,paypal,37.32,2025-09-15
2192,2192,bank,169.89,2024-01-10
2193,2193,paypal,44.18,2023-04-13
2194,2194,paypal,28.93,2025-03-21
2195,2195,paypal,25.12,2024-07-04
